Food_ID,Name,C_Type,Veg_Non,Describe,Health_Issue,Climate,Restaurant,Rating,Protein,Calories,Carbs
256.0,Kale and Lentil Soup Variant 18,Healthy Food,veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 18, crafted to please the palate and provide nourishment.",Cancer,summer,Spice House,4.6,27.8,131.0,67.5
257.0,Berry Spinach Smoothie Variant 26,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 26, crafted to please the palate and provide nourishment.",Cancer,summer,Healthy Greens,4.7,6.8,408.0,78.9
258.0,Walnut-Crusted Salmon Variant 18,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Cancer,rainy,Energy Bites,4.5,12.0,215.0,58.4
259.0,Roasted Beet Salad Variant 18,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 18, crafted to please the palate and provide nourishment.",Cancer,rainy,Healthy Greens,3.6,26.6,285.0,26.8
260.0,Berry Spinach Smoothie Variant 27,Healthy Food,veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 27, crafted to please the palate and provide nourishment.",Cancer,rainy,Healthy Greens,3.7,21.4,335.0,14.6
261.0,Sautéed Spinach Variant 41,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 41, crafted to please the palate and provide nourishment.",Epilepsy,winter,Home Kitchen,3.7,8.3,179.0,14.9
262.0,Mixed Bean Salad Variant 25,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 25, crafted to please the palate and provide nourishment.",Epilepsy,winter,Urban Plates,5.0,16.4,323.0,79.3
263.0,Sautéed Spinach Variant 42,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 42, crafted to please the palate and provide nourishment.",Epilepsy,rainy,Vital Cafe,4.4,13.9,443.0,37.6
264.0,Sautéed Spinach Variant 43,Healthy Food,veg,"A delicious and unique preparation of Sautéed Spinach Variant 43, crafted to please the palate and provide nourishment.",Epilepsy,summer,Fresh Greens,3.8,17.3,175.0,42.8
265.0,Sautéed Spinach Variant 44,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 44, crafted to please the palate and provide nourishment.",Epilepsy,summer,Energy Bites,5.0,21.7,401.0,44.8
266.0,Greek Yogurt with Berries Variant 17,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 17, crafted to please the palate and provide nourishment.",Epilepsy,rainy,Spice House,4.7,27.2,477.0,33.8
267.0,Mixed Bean Salad Variant 26,Healthy Food,non-veg,"A delicious and unique preparation of Mixed Bean Salad Variant 26, crafted to please the palate and provide nourishment.",Epilepsy,winter,Ocean Breeze,3.6,23.0,184.0,63.2
268.0,Greek Yogurt with Berries Variant 18,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 18, crafted to please the palate and provide nourishment.",Epilepsy,winter,Urban Plates,4.9,26.1,401.0,43.8
269.0,Sautéed Spinach Variant 45,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 45, crafted to please the palate and provide nourishment.",Epilepsy,winter,Healthy Greens,4.3,18.4,315.0,44.2
270.0,Mixed Bean Salad Variant 27,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 27, crafted to please the palate and provide nourishment.",Epilepsy,summer,Energy Bites,3.7,2.5,166.0,58.2
271.0,Grilled Salmon Salad Variant 19,Healthy Food,non-veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Fatigue,rainy,Urban Plates,4.5,2.7,371.0,43.7
272.0,Grilled Salmon Salad Variant 20,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Fatigue,summer,Spice House,3.9,18.3,154.0,55.5
273.0,Quinoa Veggie Bowl Variant 19,Healthy Food,non-veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",Fatigue,winter,Fruit Bar,4.5,15.5,129.0,36.5
274.0,Stir-Fried Tofu Variant 19,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",Fatigue,summer,Fruit Bar,3.8,16.0,446.0,35.4
275.0,Avocado Chicken Wrap Variant 28,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Fatigue,summer,Fresh Greens,4.2,29.5,400.0,18.3
276.0,Quinoa Veggie Bowl Variant 20,Healthy Food,veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",Fatigue,rainy,Green Table,4.5,28.9,467.0,10.9
277.0,Avocado Chicken Wrap Variant 29,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Fatigue,summer,Green Table,3.6,24.7,475.0,46.0
278.0,Stir-Fried Tofu Variant 20,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",Fatigue,winter,Home Kitchen,4.1,5.6,195.0,10.3
279.0,Low-Carb Cauliflower Rice Variant 10,Healthy Food,non-veg,"A delicious and unique preparation of Low-Carb Cauliflower Rice Variant 10, crafted to please the palate and provide nourishment.",Fatigue,summer,Urban Plates,4.6,18.3,209.0,56.2
280.0,Avocado Chicken Wrap Variant 30,Healthy Food,veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Fatigue,winter,Ocean Breeze,4.6,10.2,179.0,40.4
281.0,Kale and Lentil Soup Variant 19,Healthy Food,non-veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 19, crafted to please the palate and provide nourishment.",Sinus,rainy,Vital Cafe,4.7,24.4,396.0,60.5
282.0,Grilled Tuna Variant 10,Healthy Food,veg,"A delicious and unique preparation of Grilled Tuna Variant 10, crafted to please the palate and provide nourishment.",Sinus,rainy,Spice House,4.8,21.3,125.0,23.6
283.0,Berry Spinach Smoothie Variant 28,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 28, crafted to please the palate and provide nourishment.",Sinus,winter,Ocean Breeze,4.9,23.8,108.0,66.7
284.0,Walnut-Crusted Salmon Variant 19,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Sinus,winter,Fruit Bar,4.7,8.4,243.0,42.9
285.0,Roasted Beet Salad Variant 19,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 19, crafted to please the palate and provide nourishment.",Sinus,winter,Green Table,4.5,22.9,123.0,37.2
286.0,Kale and Lentil Soup Variant 20,Healthy Food,veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 20, crafted to please the palate and provide nourishment.",Sinus,rainy,Home Kitchen,3.7,13.8,431.0,34.2
287.0,Berry Spinach Smoothie Variant 29,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 29, crafted to please the palate and provide nourishment.",Sinus,winter,Home Kitchen,4.8,7.6,174.0,10.2
288.0,Walnut-Crusted Salmon Variant 20,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Sinus,rainy,Healthy Greens,4.0,25.2,185.0,31.8
289.0,Roasted Beet Salad Variant 20,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 20, crafted to please the palate and provide nourishment.",Sinus,rainy,Fresh Greens,4.5,22.0,342.0,61.9
290.0,Berry Spinach Smoothie Variant 30,Healthy Food,veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 30, crafted to please the palate and provide nourishment.",Sinus,winter,Ocean Breeze,3.7,15.1,105.0,14.2
291.0,Sautéed Spinach Variant 46,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 46, crafted to please the palate and provide nourishment.",Hyperthyroidism,winter,Urban Plates,4.8,8.4,218.0,67.8
292.0,Mixed Bean Salad Variant 28,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 28, crafted to please the palate and provide nourishment.",Hyperthyroidism,summer,Fruit Bar,4.8,29.3,252.0,46.8
293.0,Sautéed Spinach Variant 47,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 47, crafted to please the palate and provide nourishment.",Hyperthyroidism,rainy,Vital Cafe,3.9,3.3,317.0,20.8
294.0,Sautéed Spinach Variant 48,Healthy Food,veg,"A delicious and unique preparation of Sautéed Spinach Variant 48, crafted to please the palate and provide nourishment.",Hyperthyroidism,rainy,Urban Plates,4.3,18.6,300.0,31.7
295.0,Sautéed Spinach Variant 49,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 49, crafted to please the palate and provide nourishment.",Hyperthyroidism,rainy,Green Table,4.4,12.7,214.0,30.3
296.0,Greek Yogurt with Berries Variant 19,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 19, crafted to please the palate and provide nourishment.",Hyperthyroidism,winter,Spice House,4.7,20.0,343.0,79.6
297.0,Mixed Bean Salad Variant 29,Healthy Food,non-veg,"A delicious and unique preparation of Mixed Bean Salad Variant 29, crafted to please the palate and provide nourishment.",Hyperthyroidism,summer,Vital Cafe,4.6,12.8,443.0,14.1
298.0,Greek Yogurt with Berries Variant 20,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 20, crafted to please the palate and provide nourishment.",Hyperthyroidism,winter,Fruit Bar,4.8,28.2,419.0,56.3
299.0,Sautéed Spinach Variant 50,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 50, crafted to please the palate and provide nourishment.",Hyperthyroidism,summer,Fruit Bar,4.4,22.3,410.0,28.0
300.0,Mixed Bean Salad Variant 30,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 30, crafted to please the palate and provide nourishment.",Hyperthyroidism,summer,Fresh Greens,4.8,16.7,390.0,20.5
301.0,Grilled Salmon Salad Variant 21,Healthy Food,non-veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",PCOS,rainy,Urban Plates,3.6,9.3,156.0,46.0
302.0,Grilled Salmon Salad Variant 22,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",PCOS,summer,Urban Plates,4.0,16.2,385.0,72.5
303.0,Quinoa Veggie Bowl Variant 21,Healthy Food,non-veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",PCOS,winter,Fresh Greens,3.7,23.2,401.0,25.5
304.0,Stir-Fried Tofu Variant 21,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",PCOS,summer,Fresh Greens,4.0,14.9,195.0,79.3
305.0,Avocado Chicken Wrap Variant 31,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",PCOS,rainy,Fresh Greens,3.6,8.1,120.0,35.0
306.0,Quinoa Veggie Bowl Variant 22,Healthy Food,veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",PCOS,summer,Spice House,3.6,25.9,437.0,62.4
307.0,Avocado Chicken Wrap Variant 32,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",PCOS,winter,Home Kitchen,4.5,4.3,258.0,75.3
308.0,Stir-Fried Tofu Variant 22,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",PCOS,winter,Home Kitchen,3.7,4.8,272.0,29.1
309.0,Low-Carb Cauliflower Rice Variant 11,Healthy Food,non-veg,"A delicious and unique preparation of Low-Carb Cauliflower Rice Variant 11, crafted to please the palate and provide nourishment.",PCOS,winter,Fruit Bar,3.7,19.7,342.0,34.6
310.0,Avocado Chicken Wrap Variant 33,Healthy Food,veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",PCOS,rainy,Spice House,4.2,11.3,428.0,64.2
311.0,Kale and Lentil Soup Variant 21,Healthy Food,non-veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 21, crafted to please the palate and provide nourishment.",Stroke,summer,Vital Cafe,4.1,15.6,177.0,71.3
312.0,Grilled Tuna Variant 11,Healthy Food,veg,"A delicious and unique preparation of Grilled Tuna Variant 11, crafted to please the palate and provide nourishment.",Stroke,summer,Fresh Greens,4.2,3.0,172.0,55.1
313.0,Berry Spinach Smoothie Variant 31,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 31, crafted to please the palate and provide nourishment.",Stroke,rainy,Green Table,4.7,28.5,315.0,71.2
314.0,Walnut-Crusted Salmon Variant 21,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Stroke,summer,Fresh Greens,3.8,8.8,296.0,13.1
315.0,Roasted Beet Salad Variant 21,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 21, crafted to please the palate and provide nourishment.",Stroke,winter,Ocean Breeze,4.7,4.6,425.0,29.3
316.0,Kale and Lentil Soup Variant 22,Healthy Food,veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 22, crafted to please the palate and provide nourishment.",Stroke,summer,Spice House,4.4,16.0,465.0,66.9
317.0,Berry Spinach Smoothie Variant 32,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 32, crafted to please the palate and provide nourishment.",Stroke,rainy,Energy Bites,3.6,28.4,146.0,69.4
318.0,Walnut-Crusted Salmon Variant 22,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Stroke,rainy,Energy Bites,3.6,27.5,308.0,68.4
319.0,Roasted Beet Salad Variant 22,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 22, crafted to please the palate and provide nourishment.",Stroke,winter,Fruit Bar,4.5,13.8,219.0,12.1
320.0,Berry Spinach Smoothie Variant 33,Healthy Food,veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 33, crafted to please the palate and provide nourishment.",Stroke,winter,Urban Plates,3.6,3.3,167.0,44.8
321.0,Sautéed Spinach Variant 51,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 51, crafted to please the palate and provide nourishment.",Cystic Fibrosis,winter,Ocean Breeze,4.1,20.5,344.0,61.6
322.0,Mixed Bean Salad Variant 31,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 31, crafted to please the palate and provide nourishment.",Cystic Fibrosis,summer,Spice House,4.3,2.2,322.0,43.2
323.0,Sautéed Spinach Variant 52,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 52, crafted to please the palate and provide nourishment.",Cystic Fibrosis,summer,Green Table,4.1,24.3,170.0,65.7
324.0,Sautéed Spinach Variant 53,Healthy Food,veg,"A delicious and unique preparation of Sautéed Spinach Variant 53, crafted to please the palate and provide nourishment.",Cystic Fibrosis,summer,Healthy Greens,4.5,14.9,213.0,37.2
325.0,Sautéed Spinach Variant 54,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 54, crafted to please the palate and provide nourishment.",Cystic Fibrosis,summer,Energy Bites,4.6,6.4,130.0,63.9
326.0,Greek Yogurt with Berries Variant 21,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 21, crafted to please the palate and provide nourishment.",Cystic Fibrosis,rainy,Vital Cafe,3.9,25.5,417.0,49.5
327.0,Mixed Bean Salad Variant 32,Healthy Food,non-veg,"A delicious and unique preparation of Mixed Bean Salad Variant 32, crafted to please the palate and provide nourishment.",Cystic Fibrosis,summer,Healthy Greens,4.9,27.7,347.0,39.0
328.0,Greek Yogurt with Berries Variant 22,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 22, crafted to please the palate and provide nourishment.",Cystic Fibrosis,summer,Healthy Greens,4.8,29.0,443.0,15.0
329.0,Sautéed Spinach Variant 55,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 55, crafted to please the palate and provide nourishment.",Cystic Fibrosis,rainy,Green Table,4.6,12.4,475.0,79.6
330.0,Mixed Bean Salad Variant 33,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 33, crafted to please the palate and provide nourishment.",Cystic Fibrosis,summer,Healthy Greens,4.1,2.5,315.0,38.7
331.0,Grilled Salmon Salad Variant 23,Healthy Food,non-veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Vertigo,summer,Urban Plates,3.9,13.8,215.0,58.1
332.0,Grilled Salmon Salad Variant 24,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Vertigo,rainy,Urban Plates,4.3,23.8,466.0,75.0
333.0,Quinoa Veggie Bowl Variant 23,Healthy Food,non-veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",Vertigo,winter,Healthy Greens,4.8,28.0,139.0,53.6
334.0,Stir-Fried Tofu Variant 23,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",Vertigo,winter,Healthy Greens,3.8,15.6,122.0,18.8
335.0,Avocado Chicken Wrap Variant 34,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Vertigo,winter,Ocean Breeze,4.5,8.5,238.0,71.1
336.0,Quinoa Veggie Bowl Variant 24,Healthy Food,veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",Vertigo,winter,Urban Plates,4.4,4.2,259.0,27.8
337.0,Avocado Chicken Wrap Variant 35,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Vertigo,winter,Green Table,3.8,8.0,152.0,11.5
338.0,Stir-Fried Tofu Variant 24,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",Vertigo,summer,Urban Plates,4.0,14.9,316.0,24.4
339.0,Low-Carb Cauliflower Rice Variant 12,Healthy Food,non-veg,"A delicious and unique preparation of Low-Carb Cauliflower Rice Variant 12, crafted to please the palate and provide nourishment.",Vertigo,summer,Spice House,4.1,17.5,307.0,43.0
340.0,Avocado Chicken Wrap Variant 36,Healthy Food,veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Vertigo,winter,Spice House,3.7,19.7,422.0,11.6
341.0,Kale and Lentil Soup Variant 23,Healthy Food,non-veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 23, crafted to please the palate and provide nourishment.",Eczema,rainy,Green Table,3.7,13.5,236.0,23.9
342.0,Grilled Tuna Variant 12,Healthy Food,veg,"A delicious and unique preparation of Grilled Tuna Variant 12, crafted to please the palate and provide nourishment.",Eczema,winter,Fresh Greens,3.6,28.8,308.0,51.5
343.0,Berry Spinach Smoothie Variant 34,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 34, crafted to please the palate and provide nourishment.",Eczema,winter,Energy Bites,4.8,6.4,301.0,27.3
344.0,Walnut-Crusted Salmon Variant 23,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Eczema,winter,Home Kitchen,4.0,3.2,255.0,70.1
345.0,Roasted Beet Salad Variant 23,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 23, crafted to please the palate and provide nourishment.",Eczema,summer,Home Kitchen,3.8,18.3,290.0,11.7
346.0,Kale and Lentil Soup Variant 24,Healthy Food,veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 24, crafted to please the palate and provide nourishment.",Eczema,rainy,Home Kitchen,4.2,26.9,429.0,67.2
347.0,Berry Spinach Smoothie Variant 35,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 35, crafted to please the palate and provide nourishment.",Eczema,winter,Ocean Breeze,4.2,12.6,493.0,72.9
348.0,Walnut-Crusted Salmon Variant 24,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Eczema,rainy,Home Kitchen,4.1,5.8,423.0,59.4
349.0,Roasted Beet Salad Variant 24,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 24, crafted to please the palate and provide nourishment.",Eczema,winter,Green Table,4.4,7.6,362.0,44.1
350.0,Berry Spinach Smoothie Variant 36,Healthy Food,veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 36, crafted to please the palate and provide nourishment.",Eczema,rainy,Green Table,5.0,12.1,410.0,60.7
351.0,Sautéed Spinach Variant 56,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 56, crafted to please the palate and provide nourishment.",Hemophilia,rainy,Healthy Greens,4.8,15.5,347.0,36.6
352.0,Mixed Bean Salad Variant 34,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 34, crafted to please the palate and provide nourishment.",Hemophilia,summer,Fresh Greens,4.2,14.8,471.0,44.0
353.0,Sautéed Spinach Variant 57,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 57, crafted to please the palate and provide nourishment.",Hemophilia,summer,Home Kitchen,4.8,25.2,445.0,71.0
354.0,Sautéed Spinach Variant 58,Healthy Food,veg,"A delicious and unique preparation of Sautéed Spinach Variant 58, crafted to please the palate and provide nourishment.",Hemophilia,rainy,Green Table,4.5,5.6,150.0,48.4
355.0,Sautéed Spinach Variant 59,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 59, crafted to please the palate and provide nourishment.",Hemophilia,winter,Green Table,5.0,18.3,125.0,79.4
356.0,Greek Yogurt with Berries Variant 23,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 23, crafted to please the palate and provide nourishment.",Hemophilia,rainy,Urban Plates,4.4,6.2,363.0,70.3
357.0,Mixed Bean Salad Variant 35,Healthy Food,non-veg,"A delicious and unique preparation of Mixed Bean Salad Variant 35, crafted to please the palate and provide nourishment.",Hemophilia,winter,Fruit Bar,4.0,12.6,300.0,24.5
358.0,Greek Yogurt with Berries Variant 24,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 24, crafted to please the palate and provide nourishment.",Hemophilia,rainy,Green Table,4.8,23.9,456.0,34.0
359.0,Sautéed Spinach Variant 60,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 60, crafted to please the palate and provide nourishment.",Hemophilia,summer,Fresh Greens,4.6,4.0,444.0,37.6
360.0,Mixed Bean Salad Variant 36,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 36, crafted to please the palate and provide nourishment.",Hemophilia,winter,Energy Bites,4.6,20.7,296.0,71.7
361.0,Grilled Salmon Salad Variant 25,Healthy Food,non-veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",HIV,winter,Home Kitchen,4.1,2.0,485.0,32.0
362.0,Grilled Salmon Salad Variant 26,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",HIV,summer,Ocean Breeze,3.6,8.8,372.0,58.6
363.0,Quinoa Veggie Bowl Variant 25,Healthy Food,non-veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",HIV,rainy,Urban Plates,4.7,24.1,464.0,55.8
364.0,Stir-Fried Tofu Variant 25,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",HIV,winter,Fresh Greens,3.7,28.2,471.0,40.2
365.0,Avocado Chicken Wrap Variant 37,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",HIV,rainy,Ocean Breeze,4.6,18.2,320.0,21.5
366.0,Quinoa Veggie Bowl Variant 26,Healthy Food,veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",HIV,rainy,Spice House,4.1,29.9,422.0,40.6
367.0,Avocado Chicken Wrap Variant 38,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",HIV,summer,Vital Cafe,4.6,11.2,119.0,56.4
368.0,Stir-Fried Tofu Variant 26,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",HIV,summer,Ocean Breeze,4.6,22.8,160.0,63.5
369.0,Low-Carb Cauliflower Rice Variant 13,Healthy Food,non-veg,"A delicious and unique preparation of Low-Carb Cauliflower Rice Variant 13, crafted to please the palate and provide nourishment.",HIV,rainy,Spice House,4.5,8.0,271.0,78.3
370.0,Avocado Chicken Wrap Variant 39,Healthy Food,veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",HIV,summer,Spice House,4.3,10.0,432.0,37.4
371.0,Kale and Lentil Soup Variant 25,Healthy Food,non-veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 25, crafted to please the palate and provide nourishment.",Leukemia,winter,Energy Bites,4.6,28.9,393.0,44.2
372.0,Grilled Tuna Variant 13,Healthy Food,veg,"A delicious and unique preparation of Grilled Tuna Variant 13, crafted to please the palate and provide nourishment.",Leukemia,summer,Vital Cafe,3.7,10.1,167.0,22.1
373.0,Berry Spinach Smoothie Variant 37,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 37, crafted to please the palate and provide nourishment.",Leukemia,rainy,Vital Cafe,3.8,5.7,220.0,72.5
374.0,Walnut-Crusted Salmon Variant 25,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Leukemia,summer,Fruit Bar,4.2,6.6,379.0,13.0
375.0,Roasted Beet Salad Variant 25,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 25, crafted to please the palate and provide nourishment.",Leukemia,rainy,Vital Cafe,3.8,9.9,111.0,42.3
376.0,Kale and Lentil Soup Variant 26,Healthy Food,veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 26, crafted to please the palate and provide nourishment.",Leukemia,rainy,Healthy Greens,3.8,5.0,179.0,45.0
377.0,Berry Spinach Smoothie Variant 38,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 38, crafted to please the palate and provide nourishment.",Leukemia,rainy,Healthy Greens,3.8,11.2,187.0,68.3
378.0,Walnut-Crusted Salmon Variant 26,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Leukemia,winter,Spice House,4.2,6.3,225.0,10.5
379.0,Roasted Beet Salad Variant 26,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 26, crafted to please the palate and provide nourishment.",Leukemia,winter,Ocean Breeze,3.9,13.9,163.0,34.8
380.0,Berry Spinach Smoothie Variant 39,Healthy Food,veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 39, crafted to please the palate and provide nourishment.",Leukemia,winter,Healthy Greens,3.8,25.6,213.0,71.6
381.0,Sautéed Spinach Variant 61,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 61, crafted to please the palate and provide nourishment.",OCD,rainy,Spice House,3.9,6.1,101.0,69.3
382.0,Mixed Bean Salad Variant 37,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 37, crafted to please the palate and provide nourishment.",OCD,rainy,Green Table,3.7,3.5,366.0,79.0
383.0,Sautéed Spinach Variant 62,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 62, crafted to please the palate and provide nourishment.",OCD,summer,Spice House,4.3,17.6,208.0,40.1
