Food_ID,Name,C_Type,Veg_Non,Describe,Health_Issue,Climate,Restaurant,Rating,Protein,Calories,Carbs
452,Grilled Salmon Salad,Healthy Food,veg,Description of food item,Dementia,rainy,Urban Plates,3.9,21.2,144,24.8
453,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,Dementia,rainy,Fresh Greens,3.8,29.3,221,13
454,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Dementia,rainy,Fresh Greens,4.5,27.9,379,34
455,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Dementia,rainy,Vital Cafe,4.8,7.9,342,75.7
456,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,Dementia,winter,Healthy Greens,4.6,9.5,378,35.2
457,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Dementia,winter,Vital Cafe,4.3,5.9,225,17.4
458,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Dementia,rainy,Ocean Breeze,4.6,8.1,468,50.5
459,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,Dementia,summer,Fresh Greens,3.5,15.5,131,43.6
460,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,Dementia,summer,Green Table,4.7,13.8,431,63.6
461,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Allergies,winter,Ocean Breeze,4.9,25.8,380,66.6
462,Grilled Tuna,Healthy Food,veg,Description of food item,Allergies,rainy,Vital Cafe,4.1,5.6,308,75.3
463,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Allergies,rainy,Ocean Breeze,3.6,12.2,322,77.6
464,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Allergies,winter,Green Table,4.2,2.8,416,66
465,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Allergies,summer,Energy Bites,3.5,24.5,145,50.8
466,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Allergies,winter,Ocean Breeze,4.7,23.5,349,35.1
467,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Allergies,summer,Spice House,4.9,19.4,458,60.9
468,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Allergies,winter,Spice House,4.5,13.1,431,55.4
469,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Allergies,summer,Energy Bites,3.7,5.4,405,72.5
470,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Allergies,rainy,Urban Plates,4.6,22.1,289,19.5
471,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Sickle Cell,winter,Fruit Bar,4.1,21,233,70.7
472,Mixed Bean Salad,Healthy Food,veg,Description of food item,Sickle Cell,winter,Green Table,4.4,27.7,182,25.6
473,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Sickle Cell,rainy,Fruit Bar,4,10.6,406,37.2
474,Sautéed Spinach,Healthy Food,veg,Description of food item,Sickle Cell,rainy,Urban Plates,4,14.4,363,21.7
475,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Sickle Cell,winter,Spice House,4,26.6,119,60.2
476,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Sickle Cell,winter,Ocean Breeze,3.9,16.8,413,14.1
477,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Sickle Cell,summer,Fresh Greens,4.5,8.2,130,19.9
478,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Sickle Cell,rainy,Energy Bites,4.1,9.1,277,47.7
479,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Sickle Cell,winter,Spice House,4.3,23.6,172,51
480,Mixed Bean Salad,Healthy Food,veg,Description of food item,Sickle Cell,winter,Healthy Greens,4.2,8.3,404,56.5
481,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,Multiple Sclerosis,rainy,Healthy Greens,4.8,9.7,419,23.8
482,Grilled Salmon Salad,Healthy Food,veg,Description of food item,Multiple Sclerosis,rainy,Urban Plates,4.3,10.5,130,50.9
483,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,Multiple Sclerosis,winter,Green Table,4.5,20.1,316,25.2
484,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Multiple Sclerosis,winter,Green Table,3.6,20.9,302,14
485,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Multiple Sclerosis,winter,Home Kitchen,3.7,18.6,430,37.4
486,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,Multiple Sclerosis,rainy,Vital Cafe,4,10.8,429,78.5
487,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Multiple Sclerosis,rainy,Vital Cafe,3.7,21.9,171,24.7
488,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Multiple Sclerosis,rainy,Energy Bites,3.8,26.8,163,14.3
489,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,Multiple Sclerosis,winter,Fresh Greens,4.2,27.6,234,62.9
490,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,Multiple Sclerosis,winter,Vital Cafe,3.8,11.7,295,12.9
491,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Constipation,summer,Ocean Breeze,4.9,13.4,414,20.4
492,Grilled Tuna,Healthy Food,veg,Description of food item,Constipation,summer,Home Kitchen,4.8,21.1,250,16.8
493,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Constipation,winter,Urban Plates,3.9,4.3,414,54.2
494,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Constipation,winter,Ocean Breeze,4.5,16.7,157,61
495,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Constipation,rainy,Home Kitchen,4.4,16.5,316,40.8
496,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Constipation,rainy,Green Table,3.8,4.3,438,67.3
497,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Constipation,winter,Fruit Bar,4.2,24.3,364,54.1
498,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Constipation,winter,Healthy Greens,3.6,22.1,367,77.5
499,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Constipation,summer,Green Table,4.7,12.3,391,18.4
500,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Constipation,summer,Healthy Greens,4.9,15.7,415,73.3
,Sautéed Spinach,,,,,,,,,,
,Mixed Bean Salad,,,,,,,,,,
,Sautéed Spinach,,,,,,,,,,
,Sautéed Spinach,,,,,,,,,,
,Sautéed Spinach,,,,,,,,,,
,Greek Yogurt with Berries,,,,,,,,,,
,Mixed Bean Salad,,,,,,,,,,
,Greek Yogurt with Berries,,,,,,,,,,
,Sautéed Spinach,,,,,,,,,,
,Mixed Bean Salad,,,,,,,,,,
